ID,Tipo,Mag,Prob,RA,DEC
533,GRB,14.97,51,17:39:20,-90:21:06
534,GRB,20.45,43,16:57:23,-89:01:08
535,Supernova,20.37,39,04:04:22,+25:58:35
536,Ruido,16.96,62,11:40:54,-90:24:34
537,Supernova,16.09,94,10:36:46,+70:16:44
538,Supernova,14.81,76,09:34:35,+54:46:40
539,GRB,16.24,65,18:12:08,-19:41:48
540,Supernova,18.92,22,21:02:37,+58:29:13
541,Ruido,15.80,50,08:39:47,-73:04:21
542,Ruido,20.77,14,08:03:34,-90:50:46
543,GRB,14.30,46,23:32:09,-58:25:11
544,Quasar,14.55,68,01:51:03,+08:11:43
545,Supernova,14.87,79,16:58:39,+62:19:43
546,Variable_Star,15.36,56,04:28:47,+28:26:19
547,Quasar,18.28,76,00:26:00,+33:29:52
548,Ruido,12.35,6,11:22:21,-45:04:19
549,Quasar,21.15,66,15:19:59,-55:31:28
550,Quasar,13.81,93,07:59:33,-77:59:59
551,GRB,18.85,48,23:25:30,-85:53:53
552,Supernova,13.49,96,17:04:52,-24:42:12
553,Supernova,21.05,73,20:53:54,+49:12:54
554,Supernova,14.80,90,07:22:35,+55:20:00
555,Supernova,15.69,92,04:45:03,-61:27:07
556,GRB,20.34,84,05:12:44,+82:03:37
557,Quasar,20.30,84,18:09:06,+29:29:29
558,Supernova,14.94,83,06:37:11,-59:49:56
559,Supernova,21.86,41,08:00:14,-54:14:26
560,Quasar,14.04,50,13:03:19,-17:49:29
561,Variable_Star,16.90,98,00:44:16,+60:59:53
562,GRB,13.70,71,23:24:41,-22:46:42
563,Ruido,21.77,97,01:55:09,+12:29:13
564,Quasar,21.07,6,09:25:33,-26:26:17
565,Ruido,14.79,28,12:18:27,-49:17:51
566,Quasar,18.69,63,15:17:36,+18:21:31
567,Ruido,21.29,2,23:49:56,-80:12:22
568,Ruido,17.70,81,21:11:05,-58:43:23
569,Ruido,21.45,69,11:52:21,-68:30:38
570,Ruido,13.10,0,06:52:56,-37:52:45
571,Supernova,21.36,98,14:32:32,-17:26:44
572,Variable_Star,18.26,46,21:15:24,+15:45:16
573,Quasar,20.77,78,14:36:53,+17:52:46
574,Variable_Star,13.77,65,07:24:34,-42:00:07
575,Quasar,16.18,57,13:55:11,-89:48:27
576,Variable_Star,16.01,21,16:20:05,-06:55:42
577,Supernova,17.25,58,03:03:45,+49:21:09
578,Supernova,18.29,17,11:26:35,-80:59:30
579,Supernova,12.03,32,17:24:43,+76:06:04
580,GRB,17.68,100,17:55:31,-37:03:34
581,GRB,20.31,95,05:11:34,-19:40:00
582,Quasar,19.29,0,11:59:00,+58:42:25
583,Variable_Star,18.30,52,14:38:05,+20:21:01
584,GRB,18.54,7,17:42:54,+28:55:05
585,Supernova,15.21,76,05:18:29,-47:48:28
586,Supernova,18.29,18,16:10:48,-56:47:27
587,Supernova,16.15,82,07:33:27,-24:16:10
588,Supernova,21.29,10,08:09:25,-68:23:43
589,Ruido,18.38,53,02:53:09,-43:33:20
590,GRB,19.42,14,12:01:33,-29:18:06
591,Quasar,18.85,38,23:57:18,-76:19:27
592,Variable_Star,16.43,86,05:03:29,+47:08:23
593,Quasar,16.06,94,06:28:40,-16:00:41
594,Quasar,15.54,1,02:09:42,-07:08:39
595,Ruido,14.26,98,05:43:25,-73:57:28
596,Variable_Star,19.26,62,23:39:01,+74:55:30
597,Variable_Star,15.46,52,06:19:52,-36:24:01
598,GRB,20.66,17,15:38:24,+25:52:07
599,GRB,21.66,9,12:33:49,-63:32:28
600,GRB,16.51,40,16:02:44,-55:19:04
601,GRB,18.38,47,02:38:20,-42:18:58
602,Ruido,21.49,85,19:00:48,+71:33:22
603,Ruido,19.05,91,04:52:21,+16:33:24
604,Supernova,19.57,74,09:49:22,+68:55:01
605,Supernova,13.90,32,04:51:16,-83:40:17
606,Quasar,17.64,84,05:16:32,-67:27:25
607,Variable_Star,12.53,99,21:23:44,+23:47:33
608,GRB,18.76,48,00:53:40,-29:05:32
609,Ruido,13.30,20,21:58:46,+43:12:02
610,Supernova,15.39,51,16:49:33,+34:43:57
611,Variable_Star,15.54,75,23:21:25,-04:22:19
612,GRB,19.17,41,16:20:32,+71:14:31
613,Ruido,21.78,73,17:15:04,-50:58:54
614,Ruido,18.60,63,17:05:58,-02:05:20
615,Quasar,17.75,71,05:43:25,+27:25:45
616,GRB,15.16,100,17:58:58,-09:41:14
617,Variable_Star,21.21,20,10:42:52,-81:27:57
618,GRB,21.45,5,08:51:37,-76:06:21
619,Variable_Star,19.61,78,06:57:05,-42:40:04
620,Supernova,13.30,77,11:39:41,+34:04:24
621,Variable_Star,13.29,86,12:09:47,+13:31:39
622,Supernova,18.10,77,13:07:31,-29:23:29
623,Variable_Star,18.58,16,12:54:17,-40:23:56
624,Quasar,12.83,2,09:38:09,-49:09:18
625,GRB,19.38,85,16:56:27,-07:30:34
626,Quasar,20.50,97,11:17:37,+26:47:31
627,Quasar,12.80,92,21:03:59,+75:25:38
628,GRB,18.58,80,09:41:32,-49:22:28
629,Ruido,20.38,100,06:49:50,-51:18:07
630,Quasar,21.63,93,08:54:00,-40:47:03
631,Supernova,19.18,49,22:47:08,+39:10:49
632,Supernova,16.07,20,17:05:02,+42:21:52
633,Variable_Star,17.76,19,16:25:09,+22:47:03
634,Ruido,12.67,86,16:20:34,-60:15:21
635,Supernova,21.87,54,03:14:56,-28:59:02
636,Supernova,19.24,40,06:17:58,-09:59:23
637,Ruido,18.21,17,15:14:14,+03:55:35
638,GRB,12.98,86,11:24:50,-90:32:05
639,Quasar,20.95,8,23:17:48,-20:32:06
640,Supernova,21.99,10,18:36:43,+77:15:58
641,GRB,19.86,90,18:53:59,+21:20:24
642,Variable_Star,15.53,96,13:18:50,+23:18:07
643,Variable_Star,18.97,68,12:03:40,+24:49:16
644,Supernova,19.49,55,07:55:19,-50:40:12
645,Supernova,15.00,56,14:45:54,+13:18:13
646,Variable_Star,21.37,53,13:22:13,-48:54:17
647,Quasar,17.44,10,04:54:51,+43:13:46
648,GRB,16.50,46,06:40:45,+63:17:30
649,Ruido,20.65,83,23:17:45,+03:50:07
650,Ruido,12.85,3,00:00:35,-67:11:29
651,Quasar,21.43,71,18:01:09,-53:18:49
652,Quasar,13.63,12,11:55:59,-36:55:16
653,GRB,16.43,12,04:11:12,-49:12:12
654,Quasar,15.38,40,07:19:20,-88:04:21
655,GRB,14.75,68,00:14:50,-68:42:46
656,GRB,12.15,70,09:04:08,+00:16:19
657,Ruido,16.98,53,21:18:52,-33:36:11
658,Ruido,18.24,25,00:47:31,+37:48:46
659,Variable_Star,21.26,48,07:02:29,-88:24:34
660,GRB,21.14,84,11:37:20,-89:31:39
661,Quasar,20.49,26,01:30:53,-32:32:41
662,Quasar,14.51,49,15:47:24,-71:06:26
663,Ruido,13.27,86,04:16:46,-87:45:23
664,Supernova,19.68,93,00:38:46,-42:43:17
665,GRB,12.46,84,20:54:05,-31:31:52
666,Ruido,18.37,100,04:14:07,-81:25:24
667,Quasar,16.44,16,05:48:55,-64:48:34
668,Quasar,12.82,30,05:14:20,-82:04:14
669,GRB,16.13,78,00:09:24,-90:20:39
670,GRB,16.00,8,12:13:31,+33:26:19
671,Ruido,17.97,14,04:31:13,-02:43:27
672,Quasar,19.78,55,01:54:57,+64:54:06
673,Supernova,21.18,46,22:02:51,-88:34:05
674,Variable_Star,14.56,54,20:52:08,-89:03:39
675,Supernova,17.52,39,16:23:09,-48:28:04
676,GRB,15.25,99,07:35:54,+48:31:56
677,Ruido,17.37,52,17:04:46,-45:56:38
678,Supernova,21.47,71,00:10:15,-14:51:38
679,Variable_Star,13.01,11,15:17:26,+26:35:01
680,Variable_Star,15.66,56,11:59:05,-88:42:10
681,Ruido,21.61,11,10:20:03,-67:23:13
682,Supernova,20.12,9,00:24:11,-66:03:29
683,Variable_Star,19.11,9,14:15:27,-62:45:27
684,Supernova,19.69,16,10:33:07,+06:58:28
685,Variable_Star,13.04,86,19:29:39,+76:30:04
686,GRB,18.50,13,14:13:50,+37:49:06
687,GRB,21.83,87,14:14:37,+49:39:10
688,Quasar,13.99,15,08:47:15,-52:37:44
689,Quasar,17.47,26,22:40:54,-76:17:07
690,Quasar,21.99,96,00:09:56,+69:46:10
691,Variable_Star,17.53,84,16:26:02,+64:48:50
692,GRB,12.26,45,20:54:00,-67:51:40
693,GRB,21.32,97,04:51:57,-67:52:07
694,GRB,19.68,91,05:17:27,-74:59:54
695,GRB,20.43,72,23:57:44,-15:49:38
696,Variable_Star,21.57,50,02:59:26,-79:10:17
697,GRB,15.05,17,03:22:56,-80:37:13
698,Variable_Star,19.17,20,10:50:02,-65:48:00
699,Quasar,14.36,84,12:39:47,-84:45:47
700,Variable_Star,20.16,97,18:50:16,+76:59:38
701,Quasar,12.49,27,02:33:59,-38:59:50
702,Supernova,13.27,65,08:00:53,-57:32:32
703,Quasar,17.79,30,18:02:07,+43:48:57
704,GRB,19.33,96,15:35:59,+77:40:33
705,Quasar,21.71,55,18:18:40,-17:39:41
706,Supernova,20.50,23,20:49:48,-65:36:51
707,Supernova,15.50,67,05:21:23,-60:01:59
708,GRB,21.50,67,17:52:38,-39:37:57
709,Quasar,12.35,62,15:19:27,+68:10:17
710,Ruido,15.19,91,13:34:15,-52:47:37
711,Ruido,21.70,64,14:08:35,-41:52:27
712,Quasar,13.58,8,20:07:07,-02:46:27
713,Quasar,18.46,63,06:20:56,-61:52:31
714,Variable_Star,12.94,32,00:42:17,+31:18:26
715,Supernova,17.82,31,17:30:28,+56:22:35
716,Quasar,20.63,35,09:49:00,-88:04:20
717,Quasar,14.34,21,11:39:18,+55:41:00
718,GRB,15.70,32,12:38:54,+63:21:24
719,Supernova,13.75,78,21:06:38,-44:29:27
720,Supernova,17.03,53,14:27:45,+56:56:25
721,GRB,19.56,11,03:51:28,-07:24:07
722,Supernova,14.54,48,18:34:39,+08:28:45
723,GRB,19.38,25,15:59:45,-59:35:13
724,Quasar,16.09,16,08:32:55,-06:40:47
725,Quasar,13.36,18,01:30:26,+10:16:00
726,Supernova,20.12,49,23:59:13,-48:38:13
727,Quasar,20.15,83,05:45:13,-23:06:45
728,Supernova,17.87,44,02:32:34,-42:36:04
729,Ruido,13.73,34,17:23:09,-51:22:09
730,Variable_Star,18.02,79,16:35:36,-01:48:21
731,Ruido,13.84,48,11:29:03,+77:34:36
732,Variable_Star,20.39,22,14:33:23,+76:16:46
733,GRB,16.94,14,05:56:45,-86:36:20
734,Ruido,13.12,15,23:50:20,-06:19:49
735,Variable_Star,14.64,38,03:46:13,-27:21:46
736,Ruido,14.81,5,12:21:32,+31:35:29
737,Variable_Star,18.20,10,18:15:12,+76:14:03
738,Supernova,19.10,38,01:14:38,-08:22:25
739,Ruido,19.33,78,10:28:03,+01:00:24
740,GRB,18.88,1,12:06:37,+25:53:52
741,Quasar,20.11,12,21:04:49,-39:08:04
742,Quasar,17.99,45,08:16:11,-68:44:39
743,GRB,14.45,68,14:17:21,+18:50:28
744,Supernova,16.74,37,02:19:10,-48:13:14
745,GRB,17.17,39,03:27:59,+17:48:16
746,Ruido,21.25,0,10:06:14,-68:41:32
747,Variable_Star,14.99,38,23:32:51,-30:38:10
748,Variable_Star,20.86,41,18:57:55,-64:06:22
749,GRB,19.00,18,09:28:06,-17:55:12
750,Ruido,12.55,91,04:32:12,+14:30:44
751,Variable_Star,20.49,38,14:21:16,-85:07:13
752,Quasar,14.74,33,08:24:01,+03:48:30
753,Ruido,14.16,44,19:52:29,+42:04:02
754,Quasar,18.56,55,16:05:24,-80:42:46
755,Supernova,19.48,90,13:42:10,+68:02:34
756,Quasar,17.67,39,10:11:36,+65:01:28
757,Supernova,19.58,55,09:41:12,+81:22:17
758,Supernova,16.25,1,02:45:45,-87:18:28
759,GRB,13.86,52,18:05:05,-64:30:16
760,Ruido,15.77,30,05:44:03,+49:08:45
761,Quasar,12.87,12,06:26:32,-39:33:17
762,GRB,17.82,60,12:46:47,-85:31:53
763,GRB,18.80,40,09:25:46,+34:39:30
764,Ruido,16.30,65,11:24:44,+21:40:10
765,GRB,21.64,75,11:00:19,-78:31:05
766,Quasar,17.53,63,17:40:18,-65:03:44
767,Quasar,19.46,39,10:29:49,-77:59:13
768,Quasar,18.13,91,23:46:52,+41:14:52
769,GRB,15.15,40,03:10:57,+49:54:37
770,GRB,12.53,68,19:58:25,-54:23:55
771,GRB,16.76,92,06:17:31,-61:16:18
772,GRB,12.09,55,21:03:52,-33:12:02
773,Supernova,21.89,96,21:03:00,+14:52:58
774,GRB,12.84,37,22:06:51,+61:22:08
775,Supernova,17.34,42,16:34:25,-50:29:29
776,GRB,20.04,71,03:04:41,-74:58:45
777,GRB,17.62,64,01:34:43,-10:29:50
778,Supernova,15.40,20,10:42:44,+64:22:18
779,Supernova,18.05,80,18:42:35,-03:50:40
780,GRB,21.26,66,22:01:13,+15:05:47
781,Supernova,17.44,29,03:50:37,-27:17:20
782,GRB,13.48,72,09:26:19,-54:12:01
783,Quasar,18.99,86,11:52:47,-65:49:48
784,Supernova,16.09,90,03:43:26,-11:51:17
785,GRB,14.21,58,09:19:43,-68:43:09
786,Variable_Star,21.28,38,11:43:04,-32:12:57
787,GRB,15.52,78,21:42:11,+56:51:54
788,Supernova,15.06,78,13:22:59,-67:47:18
789,Quasar,21.12,3,00:21:57,-19:49:41
790,Variable_Star,13.54,91,10:15:15,-52:10:58
791,Variable_Star,21.96,84,07:15:08,-76:48:31
792,GRB,21.41,31,09:47:13,-14:49:34
793,Supernova,14.19,41,02:41:33,+89:07:49
794,Supernova,15.35,0,05:44:00,-78:02:15
795,Supernova,13.26,7,17:12:00,-82:35:48
796,Supernova,12.16,64,20:24:51,-43:29:32
797,Quasar,16.92,67,15:44:00,+29:58:44
798,Ruido,12.49,79,22:15:54,+89:59:06
799,GRB,12.46,71,19:18:43,-08:10:07
800,Supernova,16.30,62,20:15:06,+05:54:51
801,Variable_Star,17.70,85,06:14:53,-78:09:09
802,Quasar,13.63,15,02:10:11,+54:00:30
803,Variable_Star,16.62,68,15:46:06,-42:38:22
804,Supernova,13.67,28,05:42:50,-74:59:04
805,Quasar,12.52,24,03:01:24,-39:07:35
806,Variable_Star,21.28,59,00:26:03,+32:05:49
807,Ruido,15.67,46,03:45:37,-11:59:19
808,Supernova,12.90,32,08:04:22,+21:12:24
809,GRB,16.94,53,14:58:27,-54:58:54
810,Supernova,18.63,0,01:27:22,+07:37:07
811,GRB,12.66,12,12:21:12,+57:43:16
812,GRB,15.47,49,14:22:58,-69:59:57
813,Variable_Star,14.00,95,11:27:36,-04:32:03
814,Quasar,12.77,69,23:14:45,-75:44:06
815,Supernova,17.64,84,13:45:10,-78:20:33
816,GRB,16.59,55,00:02:45,+81:30:12
817,Variable_Star,21.95,75,14:50:49,-35:48:03
818,GRB,21.02,82,04:11:22,-90:46:07
819,GRB,20.46,47,17:53:55,-36:54:57
820,GRB,20.58,48,06:24:28,-89:02:18
821,Quasar,15.44,12,21:24:01,+37:34:13
822,GRB,17.79,0,05:45:51,+32:30:44
823,Ruido,20.14,66,13:52:30,-81:07:55
824,Variable_Star,13.38,97,20:57:18,+83:51:42
825,Quasar,17.67,29,05:39:52,-49:51:38
826,GRB,17.48,14,20:09:57,-03:44:49
827,GRB,19.87,96,22:18:05,+70:08:03
828,Supernova,13.13,93,21:06:29,-54:19:08
829,GRB,17.65,0,16:39:33,+63:29:43
830,Quasar,21.73,45,15:58:14,+17:54:32
831,Ruido,19.94,70,18:59:48,+33:54:55
832,GRB,13.11,25,07:10:48,-31:53:27
833,Quasar,19.34,95,14:32:55,-80:11:53
834,Supernova,19.84,80,20:28:35,+07:14:35
835,Supernova,21.28,49,06:06:36,+03:25:47
836,Supernova,19.54,67,19:38:24,+44:14:56
837,Ruido,15.00,13,13:35:55,-25:26:23
838,Quasar,21.86,64,13:20:34,-84:36:40
839,Ruido,13.26,9,10:27:51,-73:15:29
840,Variable_Star,12.05,74,10:40:02,+15:14:37
841,Variable_Star,18.06,7,21:33:03,+08:06:23
842,GRB,13.43,0,18:47:07,+69:12:35
843,Ruido,15.16,85,05:49:51,+83:16:31
844,Quasar,20.61,78,15:21:22,+37:16:56
845,Ruido,20.14,4,04:55:11,-59:42:58
846,Supernova,17.98,19,21:20:30,+45:33:19
847,Ruido,17.26,60,03:31:27,+73:09:49
848,Supernova,20.65,9,05:38:54,-41:48:50
849,Variable_Star,21.76,55,10:16:08,+23:10:28
850,GRB,21.34,4,11:32:34,-79:40:05
851,Variable_Star,17.87,25,08:52:07,-10:06:45
852,Supernova,15.75,55,04:50:31,+43:16:48
853,Quasar,21.04,100,08:02:55,-16:30:28
854,Quasar,17.69,14,01:05:43,-31:26:36
855,Variable_Star,20.96,71,04:15:04,+45:26:55
856,Supernova,13.91,19,02:04:06,-75:27:08
857,GRB,20.65,65,11:50:12,+23:55:18
858,Supernova,14.58,76,23:42:39,+31:54:54
859,Ruido,18.59,35,16:56:32,+67:01:37
860,Quasar,13.18,7,02:07:56,+46:36:47
861,Quasar,14.44,72,06:36:58,-84:34:40
862,Ruido,14.42,59,14:59:14,+80:40:11
863,Variable_Star,17.50,22,02:31:20,-57:38:28
864,GRB,15.96,8,22:22:19,+24:38:55
865,Ruido,18.84,50,06:22:44,+67:57:44
866,GRB,21.09,42,07:23:58,+05:30:29
867,Quasar,18.99,13,08:49:31,-14:44:53
868,Ruido,15.80,54,16:59:13,-56:16:35
869,Quasar,13.55,56,16:16:28,-73:35:52
870,GRB,13.24,38,13:59:04,+33:19:54
871,Supernova,19.59,66,02:30:02,+26:12:01
872,Quasar,15.94,30,11:19:27,-85:00:44
873,Variable_Star,13.02,32,08:10:26,+44:43:26
874,Quasar,16.11,78,17:37:32,-21:43:02
875,Variable_Star,15.73,25,10:14:38,+43:42:58
876,GRB,19.42,99,22:14:05,-44:36:15
877,Ruido,15.55,98,03:10:23,+76:54:00
878,Variable_Star,14.99,74,12:43:06,+47:09:21
879,Variable_Star,21.04,6,09:06:48,-24:01:02
880,Variable_Star,14.90,66,16:59:00,+31:08:11
881,GRB,12.74,10,01:32:24,+55:02:07
882,Quasar,20.09,28,06:13:11,-29:36:17
883,GRB,21.72,32,04:25:36,+64:07:36
884,Quasar,19.99,76,01:51:49,-59:56:22
885,Variable_Star,19.46,41,16:40:13,+88:56:26
886,GRB,14.87,4,11:26:01,+53:38:26
887,Variable_Star,17.03,56,00:22:21,+50:26:13
888,Ruido,18.19,16,23:11:54,-20:54:34
889,Ruido,20.95,52,01:04:48,-72:33:14
890,GRB,15.50,89,13:45:23,-69:47:45
891,Variable_Star,17.69,21,16:11:49,+64:09:01
892,Ruido,17.58,93,08:10:49,+63:13:54
893,Ruido,15.29,45,21:26:48,+51:00:34
894,GRB,13.21,35,22:35:55,-64:17:06
895,Quasar,13.59,27,00:55:49,+77:15:00
896,Ruido,13.14,23,15:46:33,-71:40:00
897,Quasar,16.55,0,11:37:07,+60:33:43
898,Ruido,19.10,2,20:41:11,-66:41:06
899,Quasar,18.15,37,23:22:28,-55:01:15
900,Ruido,13.38,93,18:03:22,+48:32:00
901,Quasar,15.69,57,14:07:16,+27:59:57
902,Quasar,13.27,65,22:05:15,-34:03:38
903,Ruido,14.54,66,01:00:47,+84:46:51
904,Supernova,17.39,39,08:26:45,+75:03:52
905,Supernova,19.12,88,03:32:59,+55:29:05
906,GRB,20.09,15,16:36:24,-24:39:24
907,GRB,18.24,18,00:58:43,-17:19:09
908,GRB,14.46,22,01:26:55,+75:36:28
909,Quasar,16.21,98,00:29:47,-62:12:23
910,Variable_Star,17.71,4,23:44:39,-62:45:38
911,Quasar,13.68,97,00:19:12,-45:22:39
912,GRB,14.91,26,15:12:41,+25:12:10
913,Variable_Star,15.72,38,19:55:57,+63:54:41
914,Variable_Star,12.61,45,03:56:37,-69:58:57
915,Supernova,14.28,32,23:24:36,-46:04:49
916,Quasar,19.16,3,02:08:24,-01:56:20
917,Variable_Star,20.01,24,03:19:18,+16:28:14
918,Supernova,17.90,22,03:54:26,-03:53:51
919,GRB,13.45,94,22:04:39,+83:11:47
920,Supernova,18.86,74,17:08:32,+83:16:51
921,Supernova,20.67,33,12:04:55,+42:14:50
922,GRB,19.32,74,01:50:52,+87:45:57
923,Ruido,19.27,14,10:06:50,-60:49:58
924,Ruido,19.85,24,13:03:06,+71:34:11
925,Quasar,15.14,43,15:30:09,-21:32:00
926,Supernova,17.32,77,05:10:29,-24:35:35
927,Supernova,19.62,41,04:28:11,-17:02:15
928,Variable_Star,21.29,83,17:44:08,-65:23:38
929,Supernova,19.77,19,07:02:43,-77:15:53
930,Variable_Star,18.27,49,03:49:14,+13:59:43
931,Ruido,16.05,75,00:55:40,+64:37:25
932,Quasar,19.77,82,15:05:35,+60:23:38
933,Variable_Star,16.74,90,10:02:31,+78:12:20
934,GRB,19.74,34,21:32:44,+28:34:40
935,Supernova,16.28,30,18:25:04,+14:04:10
936,GRB,21.09,57,19:28:02,+37:55:04
937,Supernova,20.57,28,13:02:03,+76:56:36
938,Ruido,18.06,17,08:56:36,+27:42:01
939,Ruido,14.90,10,21:28:00,-05:16:28
940,Variable_Star,21.92,40,14:13:15,+68:48:18
941,Quasar,19.33,25,12:24:51,+38:45:47
942,Supernova,16.10,51,08:08:47,-09:03:15
943,Variable_Star,17.27,55,22:02:32,-28:38:45
944,Ruido,17.25,57,21:27:18,-63:00:42
945,GRB,19.22,47,19:02:52,-34:23:01
946,GRB,20.44,7,09:18:36,+76:15:38
947,Variable_Star,18.00,29,05:12:48,+54:06:16
948,GRB,14.58,28,19:15:00,-38:04:02
949,GRB,15.88,44,04:30:17,-42:52:35
950,Quasar,20.04,85,12:16:26,+56:30:39
951,Ruido,15.06,76,21:24:00,-55:14:16
952,Supernova,17.27,35,06:41:44,+35:53:14
953,Quasar,13.61,12,13:02:55,-14:33:11
954,Quasar,15.75,70,12:00:00,-39:55:25
955,Supernova,13.17,66,13:19:10,+78:34:52
956,Ruido,14.81,77,22:15:55,-84:50:57
957,Quasar,14.68,53,03:08:53,+63:40:54
958,Quasar,21.60,83,06:15:56,+76:50:15
959,GRB,19.80,85,23:27:07,+46:22:23
960,Ruido,16.10,23,15:22:30,-59:31:38
961,GRB,15.76,32,23:13:16,+55:30:32
962,Ruido,16.30,39,00:32:09,+65:31:37
963,Quasar,14.84,100,09:58:24,+21:37:46
964,GRB,19.98,30,18:52:40,-75:51:54
965,Supernova,18.64,41,21:24:50,-38:25:22
966,Variable_Star,14.87,91,01:16:11,-77:39:09
967,Variable_Star,14.80,78,06:23:34,+10:09:27
968,Supernova,14.49,31,03:36:58,+08:31:23
969,Supernova,20.10,82,18:16:05,+29:20:22
970,Quasar,16.26,4,00:54:19,+52:09:43
971,Supernova,19.21,89,19:57:08,-66:05:44
972,GRB,18.34,26,11:01:04,-35:46:20
973,Variable_Star,16.43,69,18:17:06,+59:18:01
974,GRB,13.03,19,20:28:54,+46:17:51
975,Quasar,16.36,95,15:32:35,+71:02:36
976,Quasar,15.53,38,07:45:49,-90:32:07
977,GRB,15.78,43,03:31:31,-30:23:00
978,Supernova,13.54,30,02:02:44,-81:40:17
979,Ruido,17.79,33,05:33:41,+21:51:26
980,Variable_Star,20.71,100,13:59:22,+87:08:54
981,Variable_Star,16.70,30,12:42:27,+59:48:29
982,Variable_Star,20.71,17,20:30:45,-55:44:18
983,Quasar,15.69,17,07:48:02,-32:22:02
984,Ruido,15.56,17,14:52:38,+71:24:21
985,Supernova,14.34,17,20:48:02,-86:40:33
986,Ruido,20.69,30,02:44:40,-42:04:28
987,Supernova,16.01,85,08:05:12,+04:41:04
988,GRB,17.94,48,12:56:42,+35:47:31
989,Ruido,20.20,19,07:36:03,+17:41:48
990,Supernova,21.63,90,17:16:17,+17:37:23
991,Quasar,13.54,8,21:19:40,-25:50:37
992,GRB,17.46,42,14:17:14,+54:34:50
993,Quasar,13.76,54,16:26:30,+13:11:46
994,Quasar,19.87,41,06:35:33,-28:28:53
995,GRB,20.32,74,15:54:16,-77:30:33
996,Supernova,15.12,14,03:10:19,+36:51:45
997,Supernova,16.37,96,23:18:44,-20:34:19
998,Quasar,21.17,80,20:56:38,+13:36:32
999,Quasar,18.83,5,10:00:21,+11:09:32
1000,Quasar,20.64,41,15:04:50,+19:02:09
1001,Supernova,16.41,72,16:23:38,-03:14:35
1002,GRB,20.06,19,15:39:52,+39:04:52
1003,GRB,18.43,3,15:31:54,-84:10:58
1004,Quasar,19.90,1,00:08:27,+45:49:51
1005,Supernova,15.13,8,23:26:53,-62:05:33
1006,GRB,20.15,63,21:53:16,+79:31:48
1007,Quasar,17.65,99,19:26:46,+59:28:54
1008,Supernova,14.26,74,03:36:03,-50:35:29
1009,GRB,19.44,58,15:46:23,-38:41:17
1010,Variable_Star,18.29,83,08:28:23,-28:17:50
1011,GRB,13.11,31,00:23:32,+48:32:08
1012,Quasar,19.56,74,07:52:28,+70:32:15
1013,Supernova,20.28,94,14:23:34,-16:45:02
1014,Quasar,13.01,32,15:13:26,+81:14:50
1015,Variable_Star,12.19,37,15:50:07,-23:09:59
1016,Quasar,12.48,53,02:20:21,-82:55:44
1017,Ruido,15.47,50,15:09:36,+86:47:49
1018,Variable_Star,19.52,7,06:14:05,+21:53:55
1019,Ruido,14.58,8,17:06:08,-43:12:28
1020,Ruido,14.61,40,08:52:45,+66:31:54
1021,Variable_Star,17.15,71,07:55:27,-25:11:41
1022,Variable_Star,20.04,58,09:32:50,-06:16:57
1023,Ruido,17.48,16,01:10:25,-04:32:18
1024,Supernova,16.08,84,03:52:21,+62:10:17
1025,Supernova,17.42,47,00:59:16,+15:22:49
1026,Variable_Star,20.50,10,09:27:39,+08:31:49
1027,Quasar,12.13,36,06:14:45,-70:23:38
1028,Variable_Star,14.34,83,18:32:21,-51:32:21
1029,Variable_Star,13.25,74,07:33:35,-15:55:02
1030,GRB,16.78,57,21:27:35,-45:43:49
1031,GRB,20.42,22,15:18:27,-03:03:59
1032,Quasar,14.82,53,05:46:39,+81:05:12
1033,Variable_Star,17.16,14,14:35:37,-62:28:04
1034,Ruido,19.32,80,13:44:38,+54:24:56
1035,Supernova,21.00,0,05:45:17,+50:58:04
1036,Variable_Star,21.21,16,15:27:40,+51:03:16
1037,Variable_Star,14.12,75,11:57:28,-41:32:13
1038,Quasar,15.37,64,20:35:32,+67:50:17
1039,GRB,18.24,26,05:03:11,-19:42:38
1040,GRB,16.96,70,08:54:54,-72:22:52
1041,Variable_Star,18.59,41,19:34:44,-08:26:20
1042,GRB,15.12,18,07:28:48,+10:42:52
1043,Ruido,13.09,58,09:11:04,-74:32:58
1044,GRB,18.39,36,21:13:01,-39:02:35
1045,GRB,16.96,3,08:29:20,+09:47:49
1046,Supernova,15.55,53,05:05:38,+54:29:49
1047,Quasar,17.87,37,20:35:00,-53:28:13
1048,Supernova,19.58,27,19:47:45,+63:09:15
1049,Supernova,19.11,5,00:04:24,+09:17:30
1050,GRB,13.00,0,00:58:35,-19:49:11
1051,Variable_Star,12.36,66,15:15:25,+73:05:12
1052,Ruido,21.43,36,22:08:04,+89:09:08
1053,Variable_Star,19.20,44,22:54:32,+77:56:31
1054,Variable_Star,15.39,34,17:44:22,-23:22:38
1055,Ruido,14.91,74,23:57:40,-25:54:49
1056,Variable_Star,20.99,99,14:18:42,-85:14:37
1057,Variable_Star,13.68,57,02:41:54,-11:24:38
1058,Quasar,19.81,3,11:34:19,-54:34:17
1059,Quasar,21.33,19,16:22:05,+33:57:23
1060,Supernova,21.94,64,00:34:48,+14:40:29
1061,Variable_Star,13.11,91,03:56:41,-61:24:15
1062,Variable_Star,18.07,83,18:29:45,+82:11:07
1063,GRB,20.74,9,10:16:05,-76:16:39
1064,Quasar,20.61,33,09:20:26,-39:28:22
